United_States_of_America,China,Germany,United_Kingdom,Japan,France,Korea__Republic_of,Italy,Canada,Netherlands,Mexico,Belgium,India,Spain,Singapore,Switzerland,Turkey,Thailand,Australia,Poland,Russian_Federation,Malaysia,Austria,Czech_Republic,Sweden,Brazil,Indonesia,Hungary,Philippines,Denmark,Ireland,Slovakia,South_Africa,Romania,Norway,Portugal,Israel,Finland,Chile,Greece,Colombia,New_Zealand,Peru,Slovenia,Bulgaria,Belarus,Lithuania,Kazakhstan,Croatia,Sri_Lanka,Tunisia,Luxembourg,Dominican_Republic,Guatemala,Ethiopia,Ecuador,Estonia,Costa_Rica,Uruguay,Tanzania__United_Republic_of
10545070,6791543,18634370,12513003,2182045,7455568,1799636,4336187,1649220,8605984,1047858,8528922,1743045,3072610,1119555,1781676,2014858,701766,1837533,3915297,3239464,595470,1783715,1348348,0,1626140,691053,1004644,110331,12125935,664847,426019,1043453,501924,10949472,877571,521478,8638186,439917,340741,155967,260075,214491,188080,198384,46014,1108240,216428,153385,54204,152193,118213,41470,51681,39756,39713,1181807,50451,42565,110971
31607114,51653225,11938152,4224312,9685506,3786094,4906053,4118220,3135750,6163269,4472973,3133168,5544023,4023924,2223707,1747695,1728745,2116855,540857,1155097,3968954,1818785,179454,301670,597630,0,2553533,154750,171673,366180,211103,118584,1369152,306709,1277052,1148539,180778,692384,5677844,151886,2465559,100059,1994465,338605,70306,38254,33832,256036,89783,128885,284269,18894,353137,202375,57285,858536,48440,272705,1833471,14807
20314195,24485247,4939236,1983496,25672884,2031308,12271095,2651718,1373768,3324342,1347942,1475922,15184884,2264134,18782266,340964,2043492,7278674,5491389,785379,1647694,8477702,113164,279971,164053,1795355,0,121998,3184995,281619,129654,125365,846947,125549,184168,158499,68595,203577,241974,177245,226155,703133,276462,76952,43713,2804,21567,35060,14975,590759,98487,151321,35125,36040,421652,133290,73102,34813,55725,93635
5369828,3259900,29197462,4008782,1021055,4513149,515233,5380854,497142,2215135,983601,1767118,236438,2528049,309555,1200605,1187641,179339,426808,3378110,2739819,120912,5178975,3576458,994272,486815,62424,0,14545,839502,163051,3917468,297508,6100287,403198,306919,304754,349707,51412,397263,65497,55416,33553,1369942,1169906,201127,246069,136895,1500125,5402,109676,97142,5499,955,12662,14014,241917,8437,5699,5618
10495177,20984132,3671692,614664,10175593,583163,3332995,247910,1120250,1572076,1935634,210349,400685,222061,4994537,426191,113987,2612379,1060787,249084,378436,1577457,97065,293427,22291,296311,699737,177568,0,48683,112022,32906,130866,18767,39943,17691,84460,170825,60688,7253,58778,106808,41972,24379,17376,238,2678,17996,1354,29556,12827,9496,7959,1287,10831,27456,12308,14172,10672,1937
7631110,4057315,15717291,7356637,2117168,3431668,994254,2727485,897613,4605639,543171,1881428,453404,1935519,480921,903929,1034792,376813,960252,2650803,1604882,275185,808951,962887,11986502,837543,167954,734798,121880,0,558073,321860,338386,414243,5448092,353509,253282,2543085,266119,542133,124031,236395,71831,102522,140975,98726,540406,68432,136245,62314,50530,53532,92592,54485,37840,27859,240480,40789,125029,41810
34097160,3733626,11789701,19416882,3238691,7984464,919180,3722622,1352528,6312234,1584003,16917740,529817,3348411,878713,7857503,894001,365636,1417786,1547505,1301796,384169,509332,990446,2074193,613052,100938,433633,279428,1143048,0,235484,469244,472860,697117,799784,837912,610081,134284,397013,175763,187953,60215,53834,105008,7741,86771,182813,54360,13754,56415,116133,24883,12141,25326,38982,52236,39890,14178,20077
2140321,3376077,17055800,3156889,228691,4080890,223867,3898180,286159,1507008,191304,1094709,65751,1942437,58468,955515,919488,35411,359486,3967298,2861631,22390,4846541,8121679,1097537,74220,12482,5619788,1888,437172,60936,0,127313,1715222,477787,216193,207451,323646,12201,204107,36157,55477,14941,431124,413116,141397,190100,146191,383083,4664,58619,53270,839,686,4507,3464,118559,3651,2468,776
8466310,44568130,5990140,6026273,5709402,1161810,1624363,2226870,998259,1953171,266701,2639406,5993808,916453,517623,2285090,1189352,1164344,822741,304019,689983,713036,140938,294275,294930,731882,498496,18904,48376,88860,123136,31566,0,45238,245037,161132,86724,462131,76608,52497,41715,125973,64637,20300,29503,2004,14346,31545,6973,21640,28420,19413,7824,6751,132431,7500,25838,7042,14876,603333
2189345,1520667,13578311,2499086,495294,4167881,642168,7986762,383956,1685012,390885,1056091,313610,1554916,77109,673600,3363233,93130,107419,1699956,2209842,30946,1559344,1701103,617371,487828,36786,3318659,41705,280074,129758,1092665,307453,0,774747,164382,168111,260234,25838,806177,31827,12249,24578,364236,2365901,27413,137466,119347,189084,14769,134396,31454,1800,703,83593,67760,85493,2059,11903,2298
5571377,4467693,23648184,27676506,2408728,4112255,2841279,1576823,1818858,19767684,154445,6378148,845279,3119238,1338666,384420,866188,345623,398165,3033496,1150478,448881,133070,242021,13363623,1103357,212955,27620,45746,5560176,1243091,48702,106523,134580,0,76745,178117,2157120,105627,158557,47318,41568,21651,36333,21781,136806,157019,49074,21505,12469,5959,38584,51145,19516,2320,25445,184177,11459,5033,44278
3323709,1663291,6948530,3701233,331423,6721992,180918,2009202,440079,2327019,553528,1675527,189697,13280203,119649,895890,762684,65889,137080,654463,586982,73961,366454,494884,509087,1096493,57352,291251,7534,422773,216385,144469,197882,368522,324064,0,106342,391305,145272,164689,100278,22819,49962,59616,71506,8855,59399,20789,21665,5558,192098,87005,14144,10265,9227,31916,26094,12833,19037,1998
23421561,3140637,2171730,1736581,1728445,1601497,959539,1202411,1000708,2055025,640576,2242792,2303327,1065707,915172,707317,2881262,423381,662055,368875,1141543,0,147851,284165,177019,954317,13897,196283,58761,79920,139972,80707,290831,117767,138854,161400,0,102208,121222,378342,328207,92292,63002,211201,90983,36674,27505,141879,21450,70433,1131,12771,25650,28757,27795,41590,14694,259453,12616,17522
5226663,4051184,9668390,3890203,1566112,2520836,1356109,1854090,1266849,4535241,680862,2689483,1057137,1244040,412909,1114133,1138278,315329,687892,1980620,4568150,200592,543822,500342,8100453,627981,668427,342310,139132,1333723,184888,168816,368665,204411,2075072,208039,284382,0,287340,147926,149322,132498,134224,59752,64111,143691,714753,262103,39646,9548,86161,37769,15606,10403,12535,46399,2075362,8061,21720,59687
10265746,20985876,2015709,849371,8141465,1390417,4811807,1619700,1559125,1119070,1397604,1103098,3183788,2085688,95305,859694,363304,318774,851472,147051,818384,189318,110287,39206,251137,4013311,241506,14432,30224,210599,84193,5478,137971,12226,162493,59634,80204,217579,0,155548,929208,91664,1278927,16766,23708,4907,14602,9912,976,8361,7608,1941,59581,120011,1761,516835,12880,277398,140062,413
1107544,345667,2312737,1168483,112508,825398,411315,3087733,168244,604546,201444,471882,131225,647034,336487,170653,4043839,45038,184660,436249,496067,14682,192254,255081,186377,68201,97194,102437,10625,156767,45241,97289,52683,825191,71547,149868,229332,96948,23549,0,21056,22423,17269,107206,1773256,23453,34184,42851,122725,7128,228431,10514,9636,4299,16560,6492,24275,1241,12690,3610
18858161,7598890,1942095,1207080,835345,473912,608788,1290411,806408,1530017,934480,704737,3564933,3098901,623837,720391,814096,80107,62457,79606,140058,75062,4029,28602,62170,1715519,7152,11524,11353,28061,109524,5386,232338,13337,121062,279510,15633,64253,1135666,53061,0,16876,1243537,5372,4075,2675,1965,5448,6563,6634,10604,529,330975,376742,448,2063229,5863,316704,18827,470
4158631,9505522,868235,1442113,2751532,527074,1526419,348046,555036,629926,348535,398357,598477,166922,888572,103910,89657,761124,7081296,46165,240457,893189,21378,31349,54956,134598,836037,9818,439261,102505,62294,2317,172842,9242,56224,25222,10734,34838,130182,33503,12071,0,128981,774,6274,39,13034,2120,2772,253211,3987,3496,11056,21728,4722,4329,5734,5057,10808,2883
6413467,8140872,1461440,407318,1758174,430931,1434470,699459,2738254,661118,1106269,559544,563954,1741912,44819,2883398,74808,112230,125975,43242,110846,37434,15421,22059,160758,1711519,66786,1412,50955,137493,24214,21001,17472,3068,325155,19837,7271,342084,1553438,5028,1204811,40093,0,884,35698,730,4000,3999,303,1486,1231,2511,73145,204200,1569,912304,8752,52055,28457,36
721570,331465,6403208,515710,66444,1570121,125865,3614331,113975,430797,116519,282575,108640,351476,45986,581111,301868,47146,96314,768425,1339985,24063,2779847,669168,247391,141177,12286,1345690,6977,249967,46760,460639,49255,521252,129605,59849,157196,90540,33862,209465,16289,11248,9505,0,233904,101937,105704,95341,2475362,1141,21983,22938,1554,0,1185,4512,33462,1420,1136,2682
632197,984860,3438423,583385,106831,1289943,190091,3023049,108978,684718,59276,1247483,108594,609836,815865,246047,2846185,47941,42968,542434,652287,39404,480980,349690,136802,37477,45741,379506,47447,131957,44478,146225,74784,2231527,84427,141403,61998,129278,5883,1887659,9112,13823,8974,100401,0,102547,63298,56205,124685,9602,118313,5413,2648,1317,6975,2977,12429,1409,5417,2967
140611,738277,688752,87484,18317,271391,44891,192900,44446,125298,6779,227987,198927,22694,243472,18629,147703,59985,2975,851443,12316244,99711,46832,160034,54177,768493,186357,88607,2008,15262,14270,71588,33580,95783,132327,1258,20211,26289,2482,75971,641,22653,944,14728,30768,0,993553,773817,5910,16469,11807,5348,148,1,1166,5778,103569,1740,1757,89
1137632,157487,2125995,1592374,105710,867072,50754,558602,208990,1368723,44899,485690,125299,261365,44601,141003,217223,10148,30506,1349322,1005362,29530,95663,281015,1151947,34049,8697,149291,4808,643503,89771,77123,24294,82367,874386,89960,23377,417813,3747,35951,4297,12451,1988,60587,57685,3290014,0,150127,14924,2824,6495,14920,6677,87,2052,5013,1145425,1448,12798,555
1459478,9741822,5912914,287569,753994,5600844,560771,3218268,458584,500389,8408,455213,924993,2213494,922,1034632,1236268,3477,2125,1718702,7172377,13151,2149998,682722,16420,99282,28186,39911,345,28115,1766,16982,7178,3079700,12302,1081422,3917,691449,2856,3220221,2877,780,182,29909,48767,82477,717322,0,68721,1176,12220,4,2,0,0,1,98088,0,0,0
479011,100663,1298868,128466,68678,196265,15328,1861510,50161,112149,39632,123966,28325,101520,8846,149802,136889,13665,21316,129587,422095,3859,621137,179137,67571,1226003,10962,558466,4686,29430,6134,149506,35897,114820,88156,48142,31266,33008,2267,139538,8328,1965,5707,1440532,60081,22693,10817,17686,0,673,43298,4725,146,179,321,728,4132,282,458,7377
2800451,248273,650994,1182777,287078,421926,93802,525384,230685,151424,158616,324982,591996,163393,109503,213321,98178,58459,161976,84281,405722,57802,38006,56152,59268,65038,45996,10831,18490,29751,87889,45540,36116,8367,44014,7862,116567,24066,44226,4668,18291,42000,18022,4028,2017,2956,4134,7129,2882,0,1563,1992,1361,4614,1330,10666,8945,2824,2654,24433
537724,211920,2155214,491057,149076,5354854,121899,2927019,67311,370485,39649,396832,184230,538372,15937,166648,196697,15134,20439,192316,130106,22580,186058,145624,38111,72599,21696,29729,306,7848,14481,87636,20706,61115,42284,16794,216,20461,2084,27551,5548,6126,5589,18749,18185,172,141,4833,8433,193,0,18350,1260,365,546,2519,7192,1355,4774,867
785118,303804,4038618,857723,80584,1836287,39944,1236860,148498,1012116,116445,3311534,38403,538850,43528,595094,150185,20073,16581,406818,177468,23228,452565,324535,385181,73283,6313,85318,1332,203619,51042,84076,48587,114087,104531,145846,224006,74572,7092,91816,11738,5245,7313,60233,100848,6574,22744,13368,19456,17127,7289,0,947,4715,9748,21232,11810,966,399,2218
4637891,273805,244657,228081,73158,158695,128554,43427,1485765,219544,161530,176436,85845,131583,35641,260119,15883,21390,27821,30111,20934,8977,281,13868,35533,21598,10492,52,1069,7477,12930,4806,18749,573,14094,23217,6604,4511,17435,1504,52836,6180,11332,347,430,0,38,548,107,184,376,436,0,41574,113,19890,4696,49466,2541,85
4536272,51398,154505,86508,189783,54601,320690,72415,493341,363909,489554,46248,16903,131364,11278,48579,10785,4975,13216,12499,20321,6978,1171,4712,5126,27533,792,150,354,873,2290,1191,20765,634,22234,4376,3047,8914,107637,3649,51018,4115,25967,1333,504,0,7,40909,644,1819,52142,816,152787,0,117,26945,1350,408973,841,2
214044,489954,233245,42546,104832,56748,55220,74987,22221,77208,1473,193098,37362,9965,10455,281652,67479,10078,21823,5743,33164,1750,364,6669,22267,143,23720,1883,470,758,1432,7144,13630,2970,16164,7537,90010,5676,74,17292,0,4927,1,719,9800,33,1061,79,989,1060,927,7,5,0,0,22,79,0,7,264
11296254,1064512,704536,206696,1163001,450819,342493,537169,252763,415194,164795,379628,986546,637917,107126,145782,91057,65369,19654,239637,1240812,45646,1477,52636,25631,142849,41860,104,2079,20834,5624,22439,36187,7036,38571,19122,4534,15055,2438084,84909,918292,39960,1773887,34620,15393,1551,10096,36252,18812,16638,8784,1192,73524,68025,877,0,14199,33332,20648,61
574883,225498,702521,291518,102918,319248,344348,139554,86943,342091,147232,381396,114086,1296569,11327,50721,293569,11573,31868,178876,1613721,14574,44461,55022,2685926,43354,3124,45739,592,391483,54487,37831,39219,20810,692405,21268,15267,2033919,5319,9828,2810,1848,2033,11533,23854,137938,928739,56289,4885,1618,1835,2817,2186,150,75,40460,0,273,2761,2303
9765911,4186269,649168,375003,259433,235332,290797,248418,522664,3034623,2541792,610704,183818,200774,566811,114342,67893,62976,121460,87557,162501,3397313,905,354105,47676,278585,4061,1867,4098,9347,76489,10585,23534,1405,70084,21746,3162,56035,38843,22910,92188,22084,30276,144,2075,4,2858,3747,6089,1725,1011,2406,238016,537047,128,72313,9924,0,3065,262
477025,2629094,318306,126866,71317,83347,72616,240163,94209,367173,372701,29537,20504,114908,13922,111754,47095,35982,24313,38185,318077,22262,51434,20359,18816,1918471,38145,4620,81208,12395,4047,774,32742,4945,36767,73464,160383,27166,175525,1071,78512,1792,150322,5,6892,1105,1836,2638,54,267,4246,384,52274,79039,124,59561,896,25742,0,12152
88639,435102,211994,48421,238731,48234,42479,40452,39316,91617,1090,163112,927181,22132,14733,163166,34902,23310,29410,37478,50390,59081,240,7835,8172,70,19658,325,2793,4478,282,32,50064,8961,3683,28581,8642,6227,199,9065,9905,10587,40,129,65732,0,9498,3412,159,1907,5080,224,170,0,6104,25,175,18,10,0
0,148693056,68423395,58066454,68347458,38775095,44208106,15744426,223388954,36110604,187301416,32388432,20463651,14246502,33336489,20313463,11128045,13919208,22560991,5153019,11489698,14226544,3920612,3277159,3754042,26761654,7616761,1872102,7629436,2407867,12113544,844017,5292877,753339,5004640,1071284,8089169,2109856,11777650,660574,15583375,4309473,7867188,449954,267590,394494,398376,1484349,180636,470778,618049,1765378,7157479,6548455,884023,5085696,321270,6164480,852348,321534
504028117,0,103348242,62979614,160559699,51871364,90248764,31315511,51382680,38433062,69987807,16212822,61604427,26474440,42135226,12957716,24873452,40906187,46292722,22380369,35199264,33242589,5783498,18998267,6986290,30719405,29411071,4776877,11477931,6375316,4763866,6432928,14603198,3205017,8126388,1970979,5768087,4368658,14603891,2831346,10032489,7146233,8666725,1618689,1070873,2321406,806016,5087801,578391,3727432,1692094,433579,2321814,1868217,6073161,4073756,1262876,1947536,1747406,1853932
127170567,87623361,0,94348064,20281704,96149644,20955918,63879367,13586672,73077608,13974716,47140020,11829031,39853501,8954023,52237007,21351984,5522896,9275085,42886470,18991576,6010087,63875155,36564621,24706313,10376725,3471691,23774537,2592749,17459253,6518593,11615829,9423582,13846873,8707096,8612543,3806930,8990540,2378909,5014855,2267454,1710856,1116189,4911150,3763285,1384395,3236027,1985982,3196303,346681,1479343,4629225,313401,286208,321438,546316,1523647,378493,404451,160399
58887111,18933744,42548939,0,6515353,21624778,6126715,12066802,7195993,23570908,2344759,18742829,5375634,13965678,5586019,32449544,5541276,2539958,5338148,5052316,3700078,1832676,2568898,3018324,7660017,2800509,818897,1711449,410968,3855358,19958096,1161132,2492445,1735290,4945087,2105857,2273609,1866570,542413,1328636,536137,943326,304581,389617,533770,176084,831868,402821,231991,482280,289308,308724,173180,44900,181815,135217,462268,133066,180231,181094
135023800,142902573,23278332,10198965,0,9306512,45853403,3462342,11564184,9224345,17368173,8197090,9635158,3568804,18595658,3518797,3140255,31125286,14793098,2613014,6818557,13770979,952714,2283778,1182439,4877204,13263523,1256089,6761333,387833,2021201,734595,3062586,325081,1672463,300851,1196285,722494,2084592,276037,1227454,2389219,1075320,85249,93550,84357,42651,584519,29110,1387668,228540,283373,352418,279635,705380,700741,251000,418780,85264,395895
48864400,24631700,74160720,38703822,9482556,0,6162136,35686732,5324813,18280957,3731619,35321581,3195306,33033329,7305964,16712555,7583968,2727767,3282335,7057204,5563160,2209968,3948154,4287348,6017849,4463343,1337703,4575680,1092562,2607777,9623993,2442331,1662440,3905156,2534798,4944156,1605568,2263989,1557109,2099481,1918695,963431,362259,936278,923330,320637,828304,670833,475741,116531,3598235,2295985,167751,89614,183153,260042,341428,120159,130287,95471
74045678,174506083,8557473,6306248,26807292,3419716,0,3547265,6449723,2970181,14618851,2081531,13087658,2539776,18208832,674024,7057381,7012569,10895840,3285463,4532320,7967930,682416,3360250,738584,5420622,8427206,1434331,4550177,1752990,645485,4827550,1149417,536303,3205153,374782,1135717,543478,2005181,1633415,1155364,1345964,1286904,1068901,93979,113229,139152,607047,138143,307950,188772,101271,266367,433767,235345,833010,84637,391011,208979,225595
